name,comp_name,long_desc,,,,,,,,,,,
health care,Rekovo,"Rekovo, a healthcare and information technology company, offers Agile Arts, a tool that helps therapists treat patients with balance and movement difficulties. It was founded on April 15, 2014, and is based in Ohio, United States.",,,,,,,,,,,
sports,STRIVR,"STRIVR transforms the way companies train and develop their employees, using virtual reality (VR) to simulate real-world, on-the-job situations for enhanced learning.  Leading Fortune 500 companies and sports teams use STRIVR’s immersive training platform to create highly engaging experiences for fast, consistent and effective training.  Incubated in conjunction with Stanford University's Virtual Human Interaction Lab, STRIVR uses scientifically proven research in cognitive science and human behavior to increase employee engagement and retention.  STRIVR VR experiences deliver a compelling ROI: higher productivity, lower training costs and better job performance. ",,,,,,,,,,,
health care,TILT Biotherapeutics,"TILT Biotherapeutics Ltd is the leading company globally working in the area of enabling tumor T-cell therapy with oncolytic viruses. TILT is a preclinical stage company working in the field of cancer immunotherapy and will soon translate its unique approach into clinical trials. The company’s patented technology involves utilization of oncolytic viruses for enhancement of tumor T-cell therapy. Initial embodiments of the technology will be used to enhance tumor infiltrating lymphocyte (TIL), chimeric antigen receptor (CAR-T) and checkpoint inhibiting antibody therapy. The TILT approach has the potential to achieve similar results in CAR-T therapy of solid tumors as currently achieved for CD19+ hematological tumors.",,,,,,,,,,,
health care,TVA Medical,"TVA Medical, Inc. (TVA) is a medical device company developing innovative, minimally invasive therapies for treatment of End-Stage Renal Disease (ESRD). The company is funded by SantÃ© Ventures.",,,,,,,,,,,
agriculture and farming,Ynsect,"Ynsect provides innovative products and services that operates in the agrofood and environmental biotech industries. The company uses innovative potential of insect nutrients and behaviors to develop novel products and services in collaboration with our clients. Since 2011, Ÿnsect has been transforming farmed insects into premium animal nutrition. We are developing innovations to farm insects at large scale and automating processes to turn insects into the highest quality raw materials for animal feed. Its unique know-how makes Ÿnsect a preferred partner among agri-food professionals, laboratories, investors, public institutions, and insect industry farmers.",,,,,,,,,,,
health care,Ynsect,"Ynsect provides innovative products and services that operates in the agrofood and environmental biotech industries. The company uses innovative potential of insect nutrients and behaviors to develop novel products and services in collaboration with our clients. Since 2011, Ÿnsect has been transforming farmed insects into premium animal nutrition. We are developing innovations to farm insects at large scale and automating processes to turn insects into the highest quality raw materials for animal feed. Its unique know-how makes Ÿnsect a preferred partner among agri-food professionals, laboratories, investors, public institutions, and insect industry farmers.",,,,,,,,,,,
health care,Data MATRIX,"Data MATRIX offers a full range of DM&Statistical services using self-developed fully validated software – MATRIX EDC/IWRS. Rich experience, highly professional team of data managers and software developers allow us to provide top quality services and be a reliable partner for companies from pharma companies and international CROs.",,,,,,,,,,,
health care,Grab Green,"Grab Green is bridging the gap between people and profits, one clean home at a time.

Grab Green creates effective, non-toxic laundry and home care solutions that are gentle on you and our planet. Our mission is to innovate the best eco-responsible products on the market that perform even better than the leading brands. Grab Green was the first to launch a pod-based laundry detergent, a solvent-free power degreaser, non-toxic garbage disposal freshener and a naturally-derived cookware/bakeware cleaner.",,,,,,,,,,,
privacy and security,ideaForge,"ideaForge develops and produces Unmanned Aerial Systems that offer unmatched usability due to our user-centric innovations and design. With focus on sustainable use in operation, we ensure the highest quality and performance of our products. We are in a constant pursuit of creating products that inspire a new vision.",,,,,,,,,,,
health care,Luminate Health,"Luminate Health, Inc. provides a HIPAA-compliant, SaaS solution to labs and healthcare providers, which enables patients to access, manage, and understand their lab results. The company is based in San Mateo, CA.",,,,,,,,,,,
health care,MindMate,"The MindMate App’s genesis begins with three young adults caring for those with cognitive decline. Patrick and Susanne were volunteering in care centers while Roger was helping his grandfather, who was living with Alzheimer’s. Watching people they cared for succumb to memory loss left them with the belief that there must be something we can do to help the ones we love. Why weren’t there any tools to help care for those with Alzheimer’s and Dementia?

United in their dedication to creating more resources, the three decided to develop an mobile app for other caregivers like themselves. With the help of Dr. Terry Quinn from the University of Glasgow’s Institute of Cardiovascular and Medical Sciences, the team began to translate contemporary research in Dementia care into an actionable, digital platform. Based on this research, the MindMate App was born.

Combining brain games, healthy nutrition, regular exercise and social interaction, the MindMate App can guide its users towards a multifaceted, holistic lifestyle change that may help curtail some of the effects of cognitive decline. While science is continuing to provide more insight into diseases like Dementia, check out how the current research helped shaped MindMate.",,,,,,,,,,,
sports,MindMate,"The MindMate App’s genesis begins with three young adults caring for those with cognitive decline. Patrick and Susanne were volunteering in care centers while Roger was helping his grandfather, who was living with Alzheimer’s. Watching people they cared for succumb to memory loss left them with the belief that there must be something we can do to help the ones we love. Why weren’t there any tools to help care for those with Alzheimer’s and Dementia?

United in their dedication to creating more resources, the three decided to develop an mobile app for other caregivers like themselves. With the help of Dr. Terry Quinn from the University of Glasgow’s Institute of Cardiovascular and Medical Sciences, the team began to translate contemporary research in Dementia care into an actionable, digital platform. Based on this research, the MindMate App was born.

Combining brain games, healthy nutrition, regular exercise and social interaction, the MindMate App can guide its users towards a multifaceted, holistic lifestyle change that may help curtail some of the effects of cognitive decline. While science is continuing to provide more insight into diseases like Dementia, check out how the current research helped shaped MindMate.",,,,,,,,,,,
health care,PatientBank,PatientBank lets you request medical records online—from any doctor or hospital.,,,,,,,,,,,
health care,Raydiance,"Raydiance is the world’s leading developer of ultrafast laser technology. Raydiance has built a deeply experienced team that draws expertise from the software, microelectronics, telecommunications and photonics industries.

Creator of the first compact, reliable, “industrial grade” femtosecond laser platform, Raydiance is powering an explosion of innovation in manufacturing, healthcare, defense and more.

Raydiance began when senior Defense Department officials introduced technology pioneer Barry Schuler to a DARPA project designed to miniaturize ultrafast lasers for military applications. Schuler immediately grasped the compelling capabilities of ultrafast lasers – if they could be liberated from highly controlled lab environments and transformed into small, inexpensive photonic engines that could power many applications.

Schuler brought together a world-class team to build the world’s first miniaturized, computer controlled, software driven “plug and play” ultrafast laser platform. Raydiance’s Smart LightTM technology is transforming a wide array of sectors, including medical micro-devices, clean tech energy, consumer electronics and defense applications.

The company has built the world’s first high-volume manufacturing facility capable of scaling production to thousands of units per year. Further, it has invented key technologies—such as its proprietary fiber delivery system—that support volume commercialization.

By aggregating many markets onto its platform, Raydiance is using volume-manufacturing techniques to drive costs down and open market opportunities. The company is rapidly transforming ultrafast technology from a unique research tool into a practical and broadly accessible platform technology.",,,,,,,,,,,
sports,Safesize,"At SafeSize® we revolutionize the way people buy shoes anytime, anywhere.
With our proprietary 3D foot scanning, 3D shoe analysis and machine learning technologies, we are able to offer a unique Personalized shoe and insole recommendation in store or online. 
With more than 1000 retail customers around the world, we are the market leader in the fast-growing Personalized Fit market, helping more than 2 million consumers every year find or customize the right shoe at the right size for a Perfect Fit anytime, anywhere.
SafeSize® - Matching people with shoes that fit",,,,,,,,,,,
health care,Altoida,"Altoida Medical Device (AMD) provides health care professionals objective measurements of cognitive performance, and is indicated for use as an adjunctive tool to aid in evaluation perceptual and memory function in patients 55 to 95 years old. AMD is a FDA class II medical device enabling:

Early screening for cognitive decline patterns specific for prognosis (at risk) or classification of Mild Cognitive Impairment.

Monitoring cognition through evaluating perceptual and memory function in personnel at risk or with Mild Cognitive Impairment/Prodromal Alzheimer’s Disease.

Product components: Altoida Medical Device package contains an Altoida-customized iPad with pre-configured Altoida iOS app and Web Dashboard Login. The app offers access to the battery of three tests.",,,,,,,,,,,
health care,Antibe Therapeutics,"Antibe designs and develops new pharmaceuticals. We focus on diseases characterized by inflammation, pain and/or vascular dysfunction. Our drug design approach is to create new drugs by improving existing, proven drugs.

Our technology platform enables us to chemically link an existing drug to a hydrogen sulfide-releasing moeity. Hydrogen sulfide (H2S) is one of several so- called gaseous mediators.

Gaseous mediators are naturally occurring substances found in the human body. Acting as neuromodulators, immunomodulators and vasodilators, gaseous mediators such as H2S regulate fundamental cellular processes. Antibe believes that H2S has tremendous therapeutic potential.

Antibe’s R&D is guided by a leading team of pharmaceutical researchers and advisors. The team includes a Nobel Prize winner, high successful entrepreneurs and senior scientists affiliated with major research institutions worldwide.",,,,,,,,,,,
health care,Astute Medical,"Astute Medical is dedicated to improving the diagnosis of high-risk medical conditions and diseases through the identification and validation of protein biomarkers that can serve as the basis for novel diagnostic tests. The Company's focus is community and hospital acquired acute conditions that require rapid diagnosis and risk assessment. The Company's current areas of interest include abdominal pain, acute coronary syndromes, cerebrovascular injury, kidney injury and sepsis.

Founded in 2007, the Company is led by Christopher Hibberd and Paul McPherson Ph.D., former members of the management at Biosite Incorporated, a leading diagnostics company acquired by Inverness Medical Innovations in 2007 for $1.7 billion. Hibberd served at Biosite for 10 years, most recently as Senior Vice President Corporate Development. Dr. McPherson was at Biosite for 14 years, most recently as Vice President Research and Development.",,,,,,,,,,,
health care,Cota Healthcare,"Cota empowers healthcare professionals with data and technology solutions to deliver value-based precision medicine.

Cota is a technology platform that enables providers, payers, and life science companies
to make value-based decisions with real-world evidence about diagnosing and treating
complex diseases. Beginning with oncology and now expanding into behavioral health
and chronic medical conditions, Cota enriches raw medical records to create research-grade
clinical data, classifies each patient and their disease in a uniquely powerful way
using a patented methodology, and combines this cohorted patient data with cost data.

Use of Cota enables providers to improve individual patient clinical outcomes and lower
the total cost of care of the population served. Cota also enables life sciences companies
to accelerate clinical development, and academics and advocacy organizations to
accelerate research, all via an easy-to-use web-based interface.",,,,,,,,,,,
health care,Everylife Technologies,"everyLIFE Technologies is rapidly transforming social care through its intelligent care management platform, The PASSsystem. 

Eliminating time consuming paperwork, and dramatically reducing the risk of medicines mismanagement through the real time delivery and analysis of care notes, everyLIFE is driving up quality of care, while also delivering break through efficiencies and service compliance. 

Real time provision of care record data is helping care providers meet NICE guidance, CQC, CSSIW and Care Inspectorate standards. Working in close collaboration with social care providers and the NHS, everyLIFE is part of a new wave of change agents seeking to understand, shape and address tomorrow’s challenges, while also meeting today’s. The PASSsystem is unique and is the only such care management system that is NICE compliant, referenced in CQC and Care Inspectorate reports, and recommended by NHS England.",,,,,,,,,,,
sports,Jumptastic,"Jumptastic’s highly successful first park opened in Gloucester in 2015, offering 90 interlinked trampolines over 30,000 square feet. The park attracted more than 140,000 visitors in its first 12 months.",,,,,,,,,,,
privacy and security,LoginRadius,"LoginRadius is a Customer Identity and Access Management Platform helping businesses create a Single Customer View by centralising customer data from multiple touchpoints and channels. LoginRadius’ cloud based cIAM platform includes Customer Registration Service (Email Registration & Social Login), Single Sign-on, Customer Profile Data, Customer Profile Storage, User Management and Customer Insights to simplify Customer Identity Management. LoginRadius Platform also integrates Customer data with Sales, Marketing and Business solutions saving time and cost on breaking Customer data silos and fuel business growth.

Started in 2012 with a goal of helping companies better connect with their online customers, LoginRadius cIAM platform currently empowers more than 3,500 large and enterprise companies across the globe. LoginRadius has been continuously recognised as top cIAM vendor by technology research firms Gartner and Forrester. We are partners with Amazon.com, Mozilla, Microsoft, Dyn to provide best in class cIAM solution to our Customers.",,,,,,,,,,,
health care,Oncorus,"Oncorus, Inc. is a lean early-stage biotechnology company developing a next-generation immunotherapy platform to treat cancer. Oncorus was founded MPM Managing Director Mitch Finer, a well-known biotechnology entrepreneur.  Oncorus is a leader in corporate philanthropy, and has taken a pledge to donate a portion of product sales to fund promising cancer research and to support cancer care in the developing world.",,,,,,,,,,,
privacy and security,Zighra,"Zighra’s SensifyID is the world’s first patented implicit authentication solution available today. In a world increasingly reliant on sensor-based devices, SensifyID is powered by ultra fast-AI with N-dimensional behavioral biometric algorithms for next generation user interfaces, while applicable for today’s devices. Its non-intrusive, seamless authentication architecture, where the user doesn’t have to explicitly authenticate but is naturally-authenticated, is a necessity for our future sensor-based world. 

Zighra runs ML algorithms entirely on-device, and also available as a platform as a service suitable for securing online transactions, making our platform an extreme-scalable solution. ",,,,,,,,,,,
health care,Mission360,"Mission 360 is a highly curated, multidimensional community dedicated to empowering those seeking a stronger body, enriched spirit and expanded mind.

A modern sanctuary founded to inspire self improvement, Mission 360 combines the best yoga, fusion fitness, wellness coaching, and intuitive healing into an online community that busy individuals can access anytime, anywhere. Stream a wide array of fitness, yoga, and meditation classes filmed in-studio, on-demand so you get an authentic workout experience. One-on-one video coaching sessions are also available á la carte, ranging from nutrition experts to Reiki healers and everything in between. Invest in yourself, own your mission, and empower your future with Mission 360.",,,,,,,,,,,
sports,Mission360,"Mission 360 is a highly curated, multidimensional community dedicated to empowering those seeking a stronger body, enriched spirit and expanded mind.

A modern sanctuary founded to inspire self improvement, Mission 360 combines the best yoga, fusion fitness, wellness coaching, and intuitive healing into an online community that busy individuals can access anytime, anywhere. Stream a wide array of fitness, yoga, and meditation classes filmed in-studio, on-demand so you get an authentic workout experience. One-on-one video coaching sessions are also available á la carte, ranging from nutrition experts to Reiki healers and everything in between. Invest in yourself, own your mission, and empower your future with Mission 360.",,,,,,,,,,,
health care,Ceterix Orthopaedics,"Ceterix Orthopaedics, Inc. develops novel surgical tools for arthroscopic procedures. The Ceterix technology enables surgeons to place stitches in very tight joint compartments, while protecting sensitive surrounding structures such as nerves, arteries and cartilage. This technology has applications in numerous arthroscopic procedures in knees, hips and shoulders.

Ceterix was established in October 2010. The company was founded based on the inventions of Dr. Justin Saliman, an orthopaedic surgeon specializing in sports medicine. Dr. Saliman envisioned improving the outcomes of arthroscopic procedures by enabling surgeons to place suture patterns that today can be done only in open procedures, if at all. Ceterix is based in Menlo Park, California.",,,,,,,,,,,
health care,Bridgecrest Medical,"BridgecrestMed connects innovative mobile health technologies with health analytics to drive productivity improvements, reduced onsite accidents and insurance cost reductions for heavy industry around the globe. Our service is currently in use in a growing number of places worldwide.

BridgeCrest is based in San Francisco, CA.",,,,,,,,,,,
health care,BurnAlong,BurnAlong delivers online personalized wellbeing classes and social motivation to help employees at companies (and people globally) achieve their health and wellness goals - supported by community and machine guidance.,,,,,,,,,,,
sports,BurnAlong,BurnAlong delivers online personalized wellbeing classes and social motivation to help employees at companies (and people globally) achieve their health and wellness goals - supported by community and machine guidance.,,,,,,,,,,,
health care,Dentem,"Dentem is a platform that allows dental practices to be more reliable and flexible to attain business growth.

As a innovative dental practice management platform we give dental practice managers all the tools for their daily workflow. But we are not just an CRM or EHR. Dentem is simple yet very powerful. We are using machine learning to analyse X-rays and we server our algorithm as a service and currently working on a digital voice enabled assistant that will come out very soon. Stay tuned as we will disrupt the dental software market.",,,,,,,,,,,
agriculture and farming,ec2ce easy to see,"ec2ce is artificial intelligence for decision makers.
ec2ce is a technological company that develops decision making tools based on proprietary AI processes.
ec2ce Ag models ingest Big Data and use powerful software analytics and numerical algorithms to predict what will happen into the future, reducing the inherent risk in agriculture from an evolving climate and its impact on food security, commodity markets and input costs. 
Our models attempt to emulate a complex environment to explain, understand and improve the overall performance of the system. 
ec2ce has a service-based business model, operating cloud-based predictive modeling and customer’s interface.

We provide two types of services:

•Customized services:
Identifying customer’s need to provide a solution. Adjusting a modeling and  optimization tool through our standard AI platform

•Standard services:
Solutions to address common needs in a particular area of the agro-industry sector, standardized and normalized for universal use. Our interface accepts most of the standard data base and data management to avoid the customer to change its data and/or management system",,,,,,,,,,,
health care,Perfint Healthcare,"Perfint Healthcare is a world leader in planning and targeting solutions for image guided interventional procedures - with an emphasis on oncology and pain care. Perfint’s products are installed at some of the world’s top hospitals and are CE marked.
Radiologists, around the world, use Perfint’s Robotic solutions for image guided interventional procedures like biopsy, drug delivery, ablation, drainage, fine needle aspiration and varied pain care procedures for both cancerous and non-cancerous pain.",,,,,,,,,,,
health care,Phi Pharma,"Phi Pharma is a private Swiss-based biopharmaceutical company. It specializes in the discovery and early clinical development of drug conjugates for improving treatment of diseases with high-medical need. Phi Pharma technology allows development of a powerful new class of peptide drug conjugates through specific cellular targeting and efficient intra-cellular delivery. Company programs are in oncology and infectious diseases.
",,,,,,,,,,,
health care,Qspex Technologies,"QSpex Technologies, Inc. has developed a unique and patented method to produce high quality premium lenses right in your office. It’s simple, cost effective and, above all, the lenses and treatment options provide the high quality you demand for your patients. All lens treatments are pre-applied to the inside surface of each mold and transfer to become part of the lens during the polymerization (curing) process.",,,,,,,,,,,
health care,Revolution Medicines,"Revolution Medicines is developing new therapies through an innovative approach that harnesses the complex chemicals of life by reconfiguring natural substances into best-in-class medicines.

REVOLUTION Medicines builds upon the vision of the company’s founder, Martin D. Burke, M.D., Ph.D., professor of chemistry, University of Illinois at Urbana-Champaign, and Early Career Scientist of the Howard Hughes Medical Institute, who invented a transformative method for synthesizing original compounds that are pharmaceutically optimized analogues of complex natural products. REVOLUTION Medicines has entered into an exclusive license agreement with the University of Illinois to practice and expand this technology.

REVOLUTION Medicines’ approach is a rapid, standardized and powerful process for assembling simple “chemical building blocks” into refined natural product-like structures. These optimized compounds have significant potential as best-in-class drug candidates.",,,,,,,,,,,
privacy and security,Setfords Solicitors,Our expert lawyers are located nationwide and work with a central support team based in our head office in Guildford. Because we use technology to enable our lawyers to work flexibly – in many cases from their homes or clients’ offices – we are able to keep overheads low and pass on those savings to our clients.,,,,,,,,,,,
privacy and security,Signicat,"Signicat is a digital identity service provider (DISP) and one of the leading providers of e-ID and e-signature solutions in Europe. The company delivers online trust based services to the public and private sector globally.

The solutions fulfill operational capabilities in line with international standards and requirements, such as Privacy, Anti-Money Laundering (AML) and Anti-Terrorist legislation and regulations, as well as Know Your Customer (KYC) requirements for onboarding of new users.

Signicat offers some of the most advanced solutions for electronic identity and electronic signatures. The goal is to enable customers to do business more effectively by delivering great user experiences for the end users and at the same time reduce the risk by using advanced security technology.

The Signicat solutions are used by banks and financial institutions, insurance companies, government agencies and large corporations as well as small and medium sized businesses. Customers trust Signicat with the responsibility of authenticating users, providing electronic signing, identity proofing and document preservation.

Banking grade SLAs are offered, matching customers need for scalability and reliability.

Signicat was founded in 2006 as Kantega Secure Identity, a spin-off from Kantega (www.kantega.no). It is owned by Secure Identity Holding (SIH), Viking Venture and the employees.

Signicat has offices in UK (London), Germany (Frankfurt), Netherlands (Amsterdam), Portugal (Lisbon), Denmark (Copenhagen), Sweden (Stockholm), Finland (Helsinki) and Norway (Trondheim and Oslo).",,,,,,,,,,,
agriculture and farming,Stingray Marine Solutions,"Stingray Marine Solutions is a Norwegian technology firm that produces a laser unit which, when lowered into salmon farming pens, kills sea lice. It is based on entrepreneur Esben Beck’s patented idea in 2010 for salmon louse removal using camera vision and laser. It all started with Esben Beck and a lathe in his basement in 1999. After more than 10 years of deliveries to oil, gas and offshore companies, he decided to invest in his own products. He decided to found and develop his own salmon louse project, where design, production, software development, testing, and installation were carried out by using in-house resources.

Stingray is based in Oslo, Norway.",,,,,,,,,,,
health care,VIDA Diagnostics,"VIDA is a leader in quantitative lung analysis for COPD, emphysema and asthma, establishing objective, reproducible and quantitative measures for disease detection and diagnosis, treatment planning and measuring therapeutic response.

Participating in the emerging pulmonary device market, VIDA's vision is to establish lung quantitative CT methods as the standard of care for the diagnosis and staging of chronic lung disease treatments.",,,,,,,,,,,
health care,Wision A.I.,"Our Mission: 
Build Computer Aided Diagnosis (CAD) algorithms and systems in clinical imaging, to improve diagnostic accuracy and effectiveness.

Our Approach:
AI is not just about deep learning.
With the methodology of mathematical medicine and functional analysis, Wision AI integrates medical knowledge into flexible and scalable models that leverage the most updated CNNs and GPU computing to achieve high sensitivity and specificity in detection/segmentation/measurement in diagnostic imaging.
Wision AI is devoted to realize clinical value of AI in various clinical settings, such as gastroenterology, ophthalmology, pathology, etc.",,,,,,,,,,,
agriculture and farming,Yagro Ltd,"Yagro offers a software solution that enables farmers to manage their supply chain. It enables them to connect with suppliers and collect quotes, compare, and order chemicals, fertilizers, seeds, fuel, lubricants, and feed.

Yagro was founded by Gareth Davies in August 2015. It is based in Cambridge, England.",,,,,,,,,,,
health care,Companion Medical,"Companion Medical develops products to improve healthcare with easy-to-use medical devices that utilize state-of-the-art technologies. It has experiences in medical devices and critical systems development, and its team is positioned to introduce exciting new medical products that improve and facilitate patient care. The company’s initial products focus on providing improved care to insulin using Diabetics.",,,,,,,,,,,
agriculture and farming,Foodstock Farmers Market,"Foodstock Farmers Market is an online retail and wholesale market for fresh farm produce, seafood, food ingredients, and packaged food. It delivers farm produce at the fastest time possible to millions of households in Nigeria. Foodstock believes in fair trade and we ensure we deal fairly with our staffs , customers , vendors, and community .",,,,,,,,,,,
health care,Liberate Medical,"We research, develop and commercialize novel non-invasive respiratory devices to reduce the cost and improve the quality of care in patients with pulmonary disorders. Our first product VentFree uses breath synchronized surface electrical muscle stimulation to prevent or reverse respiratory muscle disuse atrophy that results from mechanical ventilation. This novel therapeutic approach is expected to reduce the number of days taken to wean patients from mechanical ventilation and thus to lower morbidity and mortality and reduce health care costs.",,,,,,,,,,,
health care,Nurami Medical,"Nurami Medical is dedicated to the development of a surgical scaffold platform for the repair, regeneration and safe healing of soft tissues following internal surgeries. Nurami Medical production technology is based on the electrospinning technique.",,,,,,,,,,,
privacy and security,Sendio,"Sendio is a company whose products protect the email environments of enterprises and institutions from attacks and abuse, and dramatically increases employee efficiency by reducing the amount of time required to manage an email inbox. Using self-managing communities similar to those found in social networking applications, Sendio users receive all of the email sent by customers, suppliers, partners, friends, associates and other members of their “community” while being completely shielded from both nonsense messages sent by casual abusers and devious messages from malicious criminal concerns.",,,,,,,,,,,
health care,RedHill Biopharma,"RedHill Biopharma, established in 2009, is a pharmaceutical company focused primarily on acquisition and development of late clinical-stage new, improved and patented formulations of existing drugs, with preference to a 505(b)(2)* regulatory paths, as well as acquisition and developement of late clinical-stage, new and patented orphan drugs.",,,,,,,,,,,
health care,Behavioral Signals,"Behavioral Signals (Behavioral Signal Technologies, Inc.) develops technology to analyze human behavior from voice-data. Using the Oliver API for Emotions & Behavior Recognition, our flagship product, enterprises can track emotions and behaviors in conversations and get a complete view of related key performance indicators.

Our award-winning emotion recognition and behavioral prediction analytics technology utilizes cognitive modeling and advanced machine learning algorithms. This enables us to provide enriched conversational insights for interaction with voice assistants, chatbots, robotic virtual assistants, social healthcare robotics and mobile voice assistants. We understand not only what is being said but how it is being said, the emotions, intentions, state-of-mind and behaviors of each person. 

We leverage huge amounts of voice-data and deep learning to provide valuable data-informed business insights, while technically enabling human-to-machine conversational AI to have meaningful interactions, making the experience feel like chatting with a friend or someone who really understands you and responds appropriately.",,,,,,,,,,,
agriculture and farming,GroGuru,"GroGuru develops an application for monitoring and analyzing soil data. This enables growers to efficiently utilize limited water resources to help manage costs by providing them with real time and historical soil moisture, salinity, and temperature data.

The company was founded in 2014 and is headquartered in San Diego, California.",,,,,,,,,,,
privacy and security,TelleCam,Smart security travel video camera that monitors your hotel room when you are away!,,,,,,,,,,,
health care,Ascentage Pharma,"Ascentage Pharma is a China-based, global-oriented, clinical-stage biopharmaceutical company, dedicated to discovery and development of the “first-in-class” and the “best-in-class” targeted small-molecule cancer therapeutics. A rich portfolio of innovative small-molecule agents has been discovered and developed through the company’s unique, robust, and world-class innovative drug development pipeline. Currently, Ascentage Pharma has three molecules in phase I-II trials in US, Australia and China, and another four molecules at IND reviewing or IND-enabling stages.",,,,,,,,,,,
privacy and security,freee,"freee is automated online accounting software that syncs with your bank accounts and automatically categorise entries to create financial reports. freee was launched on Mar 19, 2013 and is offered to SMBs operating under the Japanese taxation system. It takes freemium model and its paid plan begins at 980 JPY (~10 USD) per month per business. 

The company, formerly named as “CFO K.K.”, was founded in July 2012 led by Daisuke Sasaki, who previously headed up Google’s SMB marketing in Asia Pasific region. freee is the winner of Invinity Ventures Summit Launch Pad 2013 Spring, the most prestegious demo event in Japan.",,,,,,,,,,,
health care,AnaBios,"AnaBios Corporation, Inc. is a stealth mode company, provides contract research services. The company deploys assays and develops databases for testing efficacy and safety of drugs in development. It serves biotechnology and pharmaceutical industries. AnaBios Corporation, Inc. was formerly known as AnaBioCardia Corporation. The company was incorporated in 2009 and is based in San Diego, California.",,,,,,,,,,,
health care,CareWell Urgent Care,"CareWell Urgent Care operates emergency health care centers in the New England area. Its approach to urgent care includes on-site labs, x-ray capabilities, and dispensing of common medications.

CareWell Urgent Care is based in Tewksbury, Massachusetts.",,,,,,,,,,,
health care,Clinical Research IO,"clinical research investigators create e-source templates and use a mobile tablet to capture source data. Research sites can save time, improve accuracy and reduce protocol deviations through our autofill and data validation techniques. Our system also has patient scheduling, recruiting and financial management for a holistic, all-in-one enterprise solution.",,,,,,,,,,,
health care,DIR Technologies,"DIR Technologies has disrupted the status quo of quality assurance in the packaging industry by applying technology born in the defense industry to sealing integrity monitoring. DIR Technologies is currently in the process of expanding the company’s product portfolio to include quality assurance and process control solutions for non-pharmaceutical packagers including the I2VS Lite, a stripped down, more modular version of the I2VS and the DIR Eye for heat sealing monitoring. The DIR Eye has numerous applications for packaging in different industries including: food and beverage, cosmetics, chemicals and medical device packaging.DIR solutions are in various stages of sales, pilots and trials with a number of tier one companies around the world.",,,,,,,,,,,
health care,HealthifyMe,"HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.


The application enables its users to track their calories, nutrition, and fitness activities; track their weight and determine if they are healthy; set healthy goals and work toward meeting them; share their data with experts; and get expert advice and suggestions on their lifestyles.


HealthifyMe was developed and launched by a team of doctors, nutritionists, and fitness trainers in 2012. It is based in Bangalore, India.",,,,,,,,,,,
sports,HealthifyMe,"HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.


The application enables its users to track their calories, nutrition, and fitness activities; track their weight and determine if they are healthy; set healthy goals and work toward meeting them; share their data with experts; and get expert advice and suggestions on their lifestyles.


HealthifyMe was developed and launched by a team of doctors, nutritionists, and fitness trainers in 2012. It is based in Bangalore, India.",,,,,,,,,,,
health care,Integrated Diagnostics,"The mission of Integrated Diagnostics is to leverage powerful emerging technologies in the development of diagnostic products that enable physicians and patients to manage complex and important diseases such as cancer, diabetes and Alzheimer's through blood tests that can monitor tens to hundreds of disease markers simultaneously.  The company plans to develop a pipeline of game-changing diagnostic products that enable the diagnosis and prognosis of a variety of diseases.  The company is based on the concept of a systems view of disease where pathophysiology arises from disease-perturbed networks of proteins, genes and other molecules.",,,,,,,,,,,
health care,OSE Immunotherapeutics,"OSE Immunotherapeutics is a biotechnology company led by world-class immunologists and focused on the development of innovative immunotherapies for immune activation and regulation in the fields of immuno-oncology, auto-immune diseases and transplantation.",,,,,,,,,,,
health care,FitDel - Fitness Delivered,"FitDel exclusively rents commercial and light-commercial fitness equipment. We supply our equipment for events such as tradeshows, product launches, SXSW, research & development and many others. Our concierge rental service is used by short term visitors to central Texas wishing to have easy access to high quality exercise equipment. Our many B2B customers include HOAs, boutique studios, gyms and other businesses wanting to provide exercise equipment for staff to use. Our home users range from Waco to San Antonio with ever-increasing demand for our services across the US. FitDel's equipment is rock solid and operates smoothly, just as you would expect of club-quality exercise machines. We firmly believe that high quality equipment provides your customers and you a better and more enjoyable experience.",,,,,,,,,,,
sports,FitDel - Fitness Delivered,"FitDel exclusively rents commercial and light-commercial fitness equipment. We supply our equipment for events such as tradeshows, product launches, SXSW, research & development and many others. Our concierge rental service is used by short term visitors to central Texas wishing to have easy access to high quality exercise equipment. Our many B2B customers include HOAs, boutique studios, gyms and other businesses wanting to provide exercise equipment for staff to use. Our home users range from Waco to San Antonio with ever-increasing demand for our services across the US. FitDel's equipment is rock solid and operates smoothly, just as you would expect of club-quality exercise machines. We firmly believe that high quality equipment provides your customers and you a better and more enjoyable experience.",,,,,,,,,,,
health care,LetsMD,"LetsMD hopes to change the way people access healthcare in India. With no price transparency, healthcare pricing in India is a black hole. We aim to provide an avenue for prospective patients to connect with ethical healthcare service providers offering transparency in pricing. Founded and advised by people with decades of experience in healthcare, LetsMD aims to be the go to destination for people seeking high quality healthcare at affordable prices.",,,,,,,,,,,
sports,LetsMD,"LetsMD hopes to change the way people access healthcare in India. With no price transparency, healthcare pricing in India is a black hole. We aim to provide an avenue for prospective patients to connect with ethical healthcare service providers offering transparency in pricing. Founded and advised by people with decades of experience in healthcare, LetsMD aims to be the go to destination for people seeking high quality healthcare at affordable prices.",,,,,,,,,,,
